"Hillnumber","_Section","Hillname","Section","Region","Area","Metres","Feet","Map","Map25","Gridref","Colgridref","Colheight","Drop","Gridref10","Feature","Observations","Survey","Climbed","Classification","Countyname","Revision","Comments","xcoord","ycoord","Latitude","Longitude","Streetmap","Getamap","Ma","sMa","xMa","twinMa","xsMa","M","MT","xMT","C","CTM","CTC","xC","xCT","G","GTM","GTC","GTG","sG","D","DT","xDT","Mur","sMur","Hew","sHew","N","xN","W","WO","BL","Dewey","x5","B","Hu","xHu","twinHu","Bg","T100","COH","COA","COU","CoL"
"5228","31.3","Y Garth","31C","M31C","","433","1421","147","200W","SN934559","SN937564","323","110","","","","","","Hu","","08/06/09 00:00:00","","293400","255900","52.19101","-3.56087","#http://www.streetmap.co.uk/newmap.srf?x=293400&y=255900&z=3&sv=293400,255900&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN934559#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5229","31.3","Banc y Graig","31C","M31C","","408","1339","146","187S 199","SN699452","SN695471","305","103","","","","","","Hu","","08/06/09 00:00:00","","269900","245200","52.08982","-3.90036","#http://www.streetmap.co.uk/newmap.srf?x=269900&y=245200&z=3&sv=269900,245200&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN699452#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5230","31.3","Mynydd Llanybyther","31C","M31C","","408","1339","146","186","SN534395","SN560405","283","125","SN 53486 39506","trig point: OS measurement","","","","Hu","","28/03/10 00:00:00","","253483","239501","52.03451","-4.13737","#http://www.streetmap.co.uk/newmap.srf?x=253483&y=239501&z=3&sv=253483,239501&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN534395#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5231","31.3","Mynydd Bach","31C","M31C","","372","1220","135 147","213","SN712707","SN727704","241","131","","","","","","Hu","","08/06/09 00:00:00","","271200","270700","52.31926","-3.8911","#http://www.streetmap.co.uk/newmap.srf?x=271200&y=270700&z=3&sv=271200,270700&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN712707#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5232","31.3","Pen Felin-wynt","31C","M31C","","372","1220","135 147","213","SN725759","SN734761","257","115","","","","","","Hu","","08/06/09 00:00:00","","272500","275900","52.36629","-3.87402","#http://www.streetmap.co.uk/newmap.srf?x=272500&y=275900&z=3&sv=272500,275900&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN725759#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5233","31.3","Foel Dyrch","31C","M31C","","368","1207","145","35E","SN161301","SN166331","254","114","","","","","","Hu","","08/06/09 00:00:00","","216100","230100","51.93895","-4.67673","#http://www.streetmap.co.uk/newmap.srf?x=216100&y=230100&z=3&sv=216100,230100&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN161301#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5234","31.3","Mynydd Castlebythe","31C","M31C","","347","1138","145 157 158 ","35E","SN028296","SN058299","231","116","SN 02876 29652","trig point: OS measurement","","","","Hu","","08/06/09 00:00:00","","202873","229647","51.93035","-4.86865","#http://www.streetmap.co.uk/newmap.srf?x=202873&y=229647&z=3&sv=202873,229647&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN028296#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5235","31.3","Mynydd Llansadwrn","31C","M31C","","345","1132","146","12W 187S","SN688348","SN678376","231","114","SN 68835 34899","trig point: OS measurement","","","","Hu","","28/03/10 00:00:00","","268832","234894","51.99696","-3.91199","#http://www.streetmap.co.uk/newmap.srf?x=268832&y=234894&z=3&sv=268832,234894&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN688348#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5236","31.3","Allt yr Hebog","31C","M31C","","342","1122","146","187S 199","SN686445","SN688448","207","135","","","","","","Hu","","08/06/09 00:00:00","","268600","244500","52.08322","-3.91906","#http://www.streetmap.co.uk/newmap.srf?x=268600&y=244500&z=3&sv=268600,244500&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN686445#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5237","31.3","Cefn Blewog","31C","M31C","","341","1119","135 147","213","SN705727","SN721735","226","115","","","","","","Hu","","08/06/09 00:00:00","Alternative summit 341m at SN705732","270500","272700","52.33706","-3.90214","#http://www.streetmap.co.uk/newmap.srf?x=270500&y=272700&z=3&sv=270500,272700&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN705727#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5238","31.3","Banc y Garreg","31C","M31C","","332","1089","146 160","187S","SN705367","SN705375","225","107","","","","","","Hu","","08/06/09 00:00:00","","270500","236700","52.01358","-3.88839","#http://www.streetmap.co.uk/newmap.srf?x=270500&y=236700&z=3&sv=270500,236700&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN705367#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5239","31.3","Lan Ddu Cilwenau","31C","M31C","","328","1076","146","186","SN576370","SN564376","208","120","","","","","","Hu","","08/06/09 00:00:00","","257600","237000","52.01312","-4.07636","#http://www.streetmap.co.uk/newmap.srf?x=257600&y=237000&z=3&sv=257600,237000&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN576370#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5240","31.3","Banc Cwm-coed-ifor","31C","M31C","","309","1014","146","186","SN593385","SN580395","198","111","","","","","","Hu","","28/03/10 00:00:00","","259300","238500","52.02703","-4.05222","#http://www.streetmap.co.uk/newmap.srf?x=259300&y=238500&z=3&sv=259300,238500&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN593385#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5241","31.3","Taliaris Hill","31C","M31C","","291","955","146","186","SN632285","SN608279","153","138","SN 63220 28542","trig point: OS measurement","","","","Hu","","08/06/09 00:00:00","","263217","228537","51.93849","-3.99119","#http://www.streetmap.co.uk/newmap.srf?x=263217&y=228537&z=3&sv=263217,228537&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN632285#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5242","31.3","Allt Maestir","31C","M31C","","278","912","146","199","SN547504","SN528531","177","101","SN 54733 50496","trig point: OS measurement","","","","Hu","","28/03/10 00:00:00","","254730","250491","52.13358","-4.12389","#http://www.streetmap.co.uk/newmap.srf?x=254730&y=250491&z=3&sv=254730,250491&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN547504#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5243","31.3","Banc Beili-Tew","31C","M31C","","278","912","146","186","SN616346","SN601350","158","120","SN 61606 34625","trig point: OS measurement","","","","Hu","","08/06/09 00:00:00","","261603","234620","51.99274","-4.01711","#http://www.streetmap.co.uk/newmap.srf?x=261603&y=234620&z=3&sv=261603,234620&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN616346#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5244","31.3","Allt Ddu","31C","M31C","","244","801","146 160","12W 187S","SN739339","SN742347","139","105","SN 73907 33997","trig point: OS measurement","","","","Hu","","28/03/10 00:00:00","","273904","233992","51.99003","-3.83782","#http://www.streetmap.co.uk/newmap.srf?x=273904&y=233992&z=3&sv=273904,233992&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN739339#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5245","31.3","Pentre Newydd Hill","31C","M31C","","217","712","157","35E 35W","SM988330","SM992332","107","110","","","","","","Hu","","08/06/09 00:00:00","","198800","233000","51.959","-4.92977","#http://www.streetmap.co.uk/newmap.srf?x=198800&y=233000&z=3&sv=198800,233000&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SM988330#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5246","31.3","Carn Llidi","31C","M31C","","181","594","157","35W","SM738280","SM761285","59","122","","","","","","Hu","","08/06/09 00:00:00","","173800","228000","51.90451","-5.28973","#http://www.streetmap.co.uk/newmap.srf?x=173800&y=228000&z=3&sv=173800,228000&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SM738280#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5247","31.3","Dudwell Mountain","31C","M31C","","178","584","157 158","35W","SM907231","SM952344","65","113","SM 90708 23148","trig point: OS measurement","","","","Hu","","08/06/09 00:00:00","","190705","223142","51.8675","-5.04142","#http://www.streetmap.co.uk/newmap.srf?x=190705&y=223142&z=3&sv=190705,223142&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SM907231#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5248","31.3","Pen-yr-allt","31C","M31C","","175","574","159","186","SN486219","SN498230","75","100","SN 48701 21968","trig point: OS measurement","","","","Hu","","28/03/10 00:00:00","","248698","221963","51.87566","-4.19935","#http://www.streetmap.co.uk/newmap.srf?x=248698&y=221963&z=3&sv=248698,221963&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN486219#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5249","31.3","Penlan Voss","31C","M31C","","167","548","159","177","SN414221","SN409228","65","102","SN 41436 22198","trig point: OS measurement","","","","Hu","","28/03/10 00:00:00","","241433","222193","51.87571","-4.3049","#http://www.streetmap.co.uk/newmap.srf?x=241433&y=222193&z=3&sv=241433,222193&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN414221#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5250","31.3","Pen y Moelfre","31C","M31C","","166","545","159","177","SN342160","SN364188","28","138","","","","","","Hu","","08/06/09 00:00:00","","234200","216000","51.81797","-4.40691","#http://www.streetmap.co.uk/newmap.srf?x=234200&y=216000&z=3&sv=234200,216000&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN342160#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5251","31.3","Pen y Fan","31C","M31C","","142","466","145","35E","SN005411","SN013399","8","134","SN 00558 41159","trig point: OS measurement","","","","Hu","","08/06/09 00:00:00","","200555","241154","52.03285","-4.909","#http://www.streetmap.co.uk/newmap.srf?x=200555&y=241154&z=3&sv=200555,241154&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN005411#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5252","31.3","Carnllundain","31C","M31C","I72","136","446","157","35W","SM696234","Sea","0","136","SM 69614 23461","trig point: OS measurement","","","","Hu","","08/06/09 00:00:00","","169611","223455","51.862","-5.34748","#http://www.streetmap.co.uk/newmap.srf?x=169611&y=223455&z=3&sv=169611,223455&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SM696234#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5253","32.1","Cadair Fawr","32A","M32A","","485","1591","160","12E","SN977123","SN981134","365","120","SN 97793 12318","trig point: OS measurement","","","","Hu","","28/03/10 00:00:00","","297791","212313","51.80009","-3.48365","#http://www.streetmap.co.uk/newmap.srf?x=297791&y=212313&z=3&sv=297791,212313&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN977123#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5254","32.1","Moelfre","32A","M32A","","442","1450","147","188","SO010484","SO002480","339","103","","","","","","Hu","","08/06/09 00:00:00","","301000","248400","52.12502","-3.44754","#http://www.streetmap.co.uk/newmap.srf?x=301000&y=248400&z=3&sv=301000,248400&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO010484#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5255","32.1","Mynydd Myddfai","32A","M32A","","440","1444","160","12W","SN806297","SN801277","313","127","SN 80691 29724","trig point: OS measurement","","","","Hu","","08/06/09 00:00:00","","280688","229719","51.95313","-3.73758","#http://www.streetmap.co.uk/newmap.srf?x=280688&y=229719&z=3&sv=280688,229719&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN806297#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5256","32.1","Twyn Disgwylfa","32A","M32A","","417","1368","160","12E","SN951319","SN936325","317","100","","","","","","Hu","","08/06/09 00:00:00","","295100","231900","51.97564","-3.52862","#http://www.streetmap.co.uk/newmap.srf?x=295100&y=231900&z=3&sv=295100,231900&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN951319#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5257","32.1","Noethgrug","32A","M32A","","412","1352","160","187S","SN837374","SN849390","292","120","","","","","","Hu","","08/06/09 00:00:00","","283700","237400","52.0228","-3.69638","#http://www.streetmap.co.uk/newmap.srf?x=283700&y=237400&z=3&sv=283700,237400&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN837374#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5258","32.1","Moel Bylchau","32A","M32A","","396","1299","147 160","187S","SN847436","SN860404","283","113","","","","","","Hu","","08/06/09 00:00:00","","284700","243600","52.07872","-3.68391","#http://www.streetmap.co.uk/newmap.srf?x=284700&y=243600&z=3&sv=284700,243600&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN847436#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5259","32.1","Moel Penderyn","32A","M32A","","371","1217","160","12E","SN938087","SN943093","266","105","SN 93856 08734","trig point: OS measurement","","","","Hu","","08/06/09 00:00:00","","293854","208729","51.76715","-3.53962","#http://www.streetmap.co.uk/newmap.srf?x=293854&y=208729&z=3&sv=293854,208729&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN938087#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5260","32.1","Yr Allt","32A","M32A","","333","1093","160","12E","SO085307","SO062327","225","108","SO 08596 30733","trig point: OS measurement","","","","Hu","","28/03/10 00:00:00","","308594","230728","51.96749","-3.33191","#http://www.streetmap.co.uk/newmap.srf?x=308594&y=230728&z=3&sv=308594,230728&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO085307#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5261","32.1","Pen-y-crug","32A","M32A","","331","1086","160","12E","SO029303","SO021308","224","107","SO 02932 30313","trig point: OS measurement","","","","Hu","","08/06/09 00:00:00","","302930","230308","51.96276","-3.41421","#http://www.streetmap.co.uk/newmap.srf?x=302930&y=230308&z=3&sv=302930,230308&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO029303#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5262","32.1","Mwmffri","32A","M32A","","302","991","160","187S","SN804360","SN820367","199","103","SN 80438 36101","trig point: OS measurement","","","","Hu","","28/03/10 00:00:00","","280435","236096","52.01038","-3.74349","#http://www.streetmap.co.uk/newmap.srf?x=280435&y=236096&z=3&sv=280435,236096&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN804360#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5263","32.1","Moel Fenni Fach","32A","M32A","","290","951","160","12E","SO014294","SO014303","180","110","","","","","","Hu","","28/03/10 00:00:00","","301400","229400","51.95432","-3.43621","#http://www.streetmap.co.uk/newmap.srf?x=301400&y=229400&z=3&sv=301400,229400&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO014294#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5264","32.1","Garth","32A","M32A","","281","922","147","188 200E","SO053506","SO043497","176","105","SO 05322 50629","trig point: OS measurement","","","","Hu","","08/06/09 00:00:00","","305320","250624","52.14577","-3.38507","#http://www.streetmap.co.uk/newmap.srf?x=305320&y=250624&z=3&sv=305320,250624&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO053506#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5265","32.1","Ysgyryd Fach","32A","M32A","","271","889","161","13S","SO316137","SO325149","165","106","","","","","","Hu","","28/03/10 00:00:00","","331600","213700","51.81773","-2.99372","#http://www.streetmap.co.uk/newmap.srf?x=331600&y=213700&z=3&sv=331600,213700&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO316137#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5266","32.1","Long Hill","32A","M32A","","206","676","161","14W","SO480122","SO468138","105","101","","","","","","Hu","","08/06/09 00:00:00","","348000","212200","51.80601","-2.75559","#http://www.streetmap.co.uk/newmap.srf?x=348000&y=212200&z=3&sv=348000,212200&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO480122#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5267","32.2","Banc y Llyn","32B","M32B","","275","902","159","178","SN579158","SN559132","151","124","","","","","","Hu","","08/06/09 00:00:00","","257900","215800","51.82271","-4.06324","#http://www.streetmap.co.uk/newmap.srf?x=257900&y=215800&z=3&sv=257900,215800&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN579158#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5268","32.2","Allt Cunedda","32B","M32B","","192","630","159","177 178","SN406089","SN522173","56","136","SN 40679 09004","trig point: OS measurement","","","","Hu","","20/11/09 00:00:00","","240676","208999","51.75696","-4.30982","#http://www.streetmap.co.uk/newmap.srf?x=240676&y=208999&z=3&sv=240676,208999&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SN406089#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5269","32.2","Cefn Bryn","32B","M32B","","188","617","159","164","SS518889","SS596942","54","134","SS 51806 88970","trig point: OS measurement","","","","Hu","","08/06/09 00:00:00","","251803","188965","51.58001","-4.14023","#http://www.streetmap.co.uk/newmap.srf?x=251803&y=188965&z=3&sv=251803,188965&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SS518889#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5270","32.2","Llanmadoc Hill","32B","M32B","","186","610","159","164","SS430924","SS433900","83","103","SS 43044 92423","trig point: OS measurement","","","","Hu","","28/03/10 00:00:00","","243041","192418","51.60866","-4.26813","#http://www.streetmap.co.uk/newmap.srf?x=243041&y=192418&z=3&sv=243041,192418&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SS430924#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5271","32.3","Mynydd Bedwellte","32C","M32C","","486","1594","161","13S 166E","SO145060","SO120101","376","110","SO 14517 06017","trig point: OS measurement","","","","Hu","","08/06/09 00:00:00","","314515","206012","51.74626","-3.23963","#http://www.streetmap.co.uk/newmap.srf?x=314515&y=206012&z=3&sv=314515,206012&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SO145060#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
