Number,_Section,Name,Section,Region,Area,Metres,Feet,Map 1:50k,Map 1:25k,Grid ref,Col grid ref,Col height,Drop,10-figure grid ref,Feature,Observations,Survey,Date climbed,Classification,County,Revision,Comments,xcoord,ycoord,Latitude,Longitude,Streetmap,Get-a-map,Marilyn,SubMarilyn,Deleted Marilyn,Twin Marilyn,Munro,Munro Top,Deleted Munro Top,Corbett,Corbett Top of Munro,Corbett Top of Corbett,Deleted Corbett,Graham,Graham Top of Munro,Graham Top of Corbett,Graham Top of Graham,SubGraham,Donald,Donald Top,Deleted Donald Top,Murdo,SubMurdo,Hewitt,SubHewitt,Nuttall,Deleted Nuttall,Wainwright,Wainwright Outlying Fell,Buxton & Lewis,Dewey,Birkett,HuMP,Bridge,Trail 100,County Top - Historic,County Top - Administrative,County Top - Current County and Unitary Authority,County Top - London Borough
3856,34.3,Bracken How,34C,Lake District - Eastern Fells,Lake District - Eastern Fells,373,1224,90,5S,NY393211,,,,,,,,,B,,8-Jun-09,,339300,521100,54.58146,-2.94067,"http://www.streetmap.co.uk/newmap.srf?x=339300&y=521100&z=3&sv=339300,521100&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NY393211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3857,34.3,Low Birk Fell,34C,Lake District - Eastern Fells,Lake District - Far Eastern Fells,373,1224,90,5S,NY410190,,,,NY 41063 19045,large well-made square cairn,,obvious summit,,B,,8-Jun-09,,341062,519046,54.5632,-2.91299,"http://www.streetmap.co.uk/newmap.srf?x=341062&y=519046&z=3&sv=341062,519046&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NY410190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3858,34.3,Cocklaw Fell,34C,Lake District - Eastern Fells,Lake District - Far Eastern Fells,365,1198,90,7N,NY480038,,,,NY 48068 03846,no feature,,,,B,,8-Jun-09,,348067,503846,54.42739,-2.80199,"http://www.streetmap.co.uk/newmap.srf?x=348067&y=503846&z=3&sv=348067,503846&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NY480038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3859,34.3,High Rigg (Birkett),34C,Lake District - Eastern Fells,Lake District - Central Fells,343,1125,90,4S 5S,NY307215,,,,,,,,,B,,8-Jun-09,,330700,521500,54.58395,-3.0738,"http://www.streetmap.co.uk/newmap.srf?x=330700&y=521500&z=3&sv=330700,521500&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NY307215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3860,34.3,Castle Rock,34C,Lake District - Eastern Fells,Lake District - Eastern Fells,339,1112,90,5S,NY322197,,,,,,,,,B,,8-Jun-09,,332200,519700,54.56798,-3.05018,"http://www.streetmap.co.uk/newmap.srf?x=332200&y=519700&z=3&sv=332200,519700&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NY322197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3861,34.2,Great How (Thirlmere),34B,Lake District - Central & Western Fells,Lake District - Central Fells,339,1112,90,5S,NY314188,,197,142,,,,,,"B,Hu",,20-Nov-09,Potential SubMarilyn; high uncertainty in drop figure. Section corrected v11.2,331400,518800,54.55978,-3.06234,"http://www.streetmap.co.uk/newmap.srf?x=331400&y=518800&z=3&sv=331400,518800&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NY314188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3862,34.3,Wren Crag,34C,Lake District - Eastern Fells,Lake District - Central Fells,311,1020,90,5S,NY316202,,,,,,,,,B,,8-Jun-09,,331600,520200,54.57239,-3.05958,"http://www.streetmap.co.uk/newmap.srf?x=331600&y=520200&z=3&sv=331600,520200&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NY316202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3863,34.4,Top O'Selside,34D,Southern Cumbria,Lake District - Southern Fells,334,1096,96 97,6N 7N,SD308918,,,,SD 30805 91861,cairn,this West top is 1m lower than Hill 2667 the East top (Marilyn),Abney level,,"WO,B",,8-Jun-09,Hill 2667 Top O'Selside is the East top and is the Marilyn & HuMP,330804,491861,54.31764,-3.06524,"http://www.streetmap.co.uk/newmap.srf?x=330804&y=491861&z=3&sv=330804,491861&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD308918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3864,34.4,Great How (Swirl Band),34D,Southern Cumbria,Lake District - Southern Fells,770,2526,89 90,6N,NY273000,,,,,,,,,B,,8-Jun-09,,327300,500000,54.39028,-3.1211,"http://www.streetmap.co.uk/newmap.srf?x=327300&y=500000&z=3&sv=327300,500000&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NY273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3865,34.4,Buck Pike - Seathwaite Fell,34D,Southern Cumbria,Lake District - Southern Fells,744,2441,96 97,6N,SD262972,,,,,,,,,B,,8-Jun-09,,326200,497200,54.36496,-3.13734,"http://www.streetmap.co.uk/newmap.srf?x=326200&y=497200&z=3&sv=326200,497200&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD262972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3866,34.4,Little Carrs,34D,Southern Cumbria,Lake District - Southern Fells,692,2270,89 90,6N,NY270015,,,,,,,,,B,,8-Jun-09,,327000,501500,54.40372,-3.12609,"http://www.streetmap.co.uk/newmap.srf?x=327000&y=501500&z=3&sv=327000,501500&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NY270015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3867,34.4,Hell Gill Pike,34D,Southern Cumbria,Lake District - Southern Fells,662,2172,89 90,6N,NY269016,,,,,,,,,B,,8-Jun-09,,326900,501600,54.4046,-3.12766,"http://www.streetmap.co.uk/newmap.srf?x=326900&y=501600&z=3&sv=326900,501600&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NY269016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3868,34.4,White Pike (Seathwaite),34D,Southern Cumbria,Lake District - Southern Fells,598,1962,96,6N,SD249956,,,,,,,,,B,,8-Jun-09,,324900,495600,54.3504,-3.15694,"http://www.streetmap.co.uk/newmap.srf?x=324900&y=495600&z=3&sv=324900,495600&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD249956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3869,34.4,Black Combe South Top,34D,Southern Cumbria,Lake District - Southern Fells,587,1926,96,6S,SD136852,,,,,,,,,B,,8-Jun-09,,313600,485200,54.25516,-3.32774,"http://www.streetmap.co.uk/newmap.srf?x=313600&y=485200&z=3&sv=313600,485200&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD136852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3870,34.4,Great Paddy Crag,34D,Southern Cumbria,Lake District - Southern Fells,532,1745,96,6N 6S,SD150909,,460,72,,,,,,B,,8-Jun-09,,315000,490900,54.30661,-3.30788,"http://www.streetmap.co.uk/newmap.srf?x=315000&y=490900&z=3&sv=315000,490900&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD150909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3871,34.4,Birk Fell Man - Birk Fell,34D,Southern Cumbria,Lake District - Southern Fells,525,1722,89 90,6N,NY296017,,,,,,,,,B,,8-Jun-09,,329600,501700,54.40588,-3.08609,"http://www.streetmap.co.uk/newmap.srf?x=329600&y=501700&z=3&sv=329600,501700&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NY296017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3872,34.4,Demming Crag,34D,Southern Cumbria,Lake District - Southern Fells,525,1722,89 90,6N,NY222002,,,,,,,,,B,,8-Jun-09,,322200,500200,54.39132,-3.19968,"http://www.streetmap.co.uk/newmap.srf?x=322200&y=500200&z=3&sv=322200,500200&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NY222002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3873,34.4,Crook Crag,34D,Southern Cumbria,Lake District - Southern Fells,469,1539,96,6N,SD200988,,417,52,,,,,,B,,8-Jun-09,,320000,498800,54.3784,-3.23317,"http://www.streetmap.co.uk/newmap.srf?x=320000&y=498800&z=3&sv=320000,498800&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD200988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3874,34.4,Plough Fell,34D,Southern Cumbria,Lake District - Southern Fells,448,1470,96,6N,SD162912,,,,,,,,,B,,8-Jun-09,,316200,491200,54.30951,-3.28952,"http://www.streetmap.co.uk/newmap.srf?x=316200&y=491200&z=3&sv=316200,491200&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD162912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3875,34.4,Birker Fell - White How,34D,Southern Cumbria,Lake District - Southern Fells,444,1457,96,6N,SD205975,,413,31,,,,,,B,,8-Jun-09,,320500,497500,54.3668,-3.22513,"http://www.streetmap.co.uk/newmap.srf?x=320500&y=497500&z=3&sv=320500,497500&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD205975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3876,34.4,Hawk Rigg,34D,Southern Cumbria,Lake District - Southern Fells,441,1447,89 90,6N 7N,NY300015,,,,,,,,,B,,8-Jun-09,,330000,501500,54.40414,-3.07988,"http://www.streetmap.co.uk/newmap.srf?x=330000&y=501500&z=3&sv=330000,501500&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NY300015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3877,34.4,Kitty Crag,34D,Southern Cumbria,Lake District - Southern Fells,435,1427,96 97,6N,SD295990,,408,27,,,,,,B,,8-Jun-09,,329500,499000,54.38161,-3.08699,"http://www.streetmap.co.uk/newmap.srf?x=329500&y=499000&z=3&sv=329500,499000&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD295990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3878,34.4,Horseshow Crags,34D,Southern Cumbria,Lake District - Southern Fells,433,1421,89 90,6N,NY224008,,,,,,,,,B,,8-Jun-09,,322400,500800,54.39675,-3.19676,"http://www.streetmap.co.uk/newmap.srf?x=322400&y=500800&z=3&sv=322400,500800&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NY224008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3879,34.4,High Fell,34D,Southern Cumbria,Lake District - Southern Fells,428,1404,89 90,6N 7N,NY300017,,,,,,,,,B,,8-Jun-09,,330000,501700,54.40594,-3.07993,"http://www.streetmap.co.uk/newmap.srf?x=330000&y=501700&z=3&sv=330000,501700&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NY300017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3880,34.4,Great Whinscale,34D,Southern Cumbria,Lake District - Southern Fells,425,1394,96,6N,SD198990,,,,,,,,,B,,8-Jun-09,,319800,499000,54.38017,-3.23631,"http://www.streetmap.co.uk/newmap.srf?x=319800&y=499000&z=3&sv=319800,499000&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD198990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3881,34.4,Blake Rigg (Tilberthwaite),34D,Southern Cumbria,Lake District - Southern Fells,423,1388,90,6N 7N,NY301012,,,,,,,,,B,,8-Jun-09,,330100,501200,54.40146,-3.07827,"http://www.streetmap.co.uk/newmap.srf?x=330100&y=501200&z=3&sv=330100,501200&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NY301012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3882,34.4,Stoneside Hill,34D,Southern Cumbria,Lake District - Southern Fells,422,1385,96,6N 6S,SD145892,,,,SD 14589 89267,rock 1m from collapsed wall,,obvious summit,,B,,8-Jun-09,,314587,489267,54.29187,-3.31372,"http://www.streetmap.co.uk/newmap.srf?x=314587&y=489267&z=3&sv=314587,489267&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD145892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3883,34.4,Haystacks (Tilberthwaite),34D,Southern Cumbria,Lake District - Southern Fells,421,1381,90,6N 7N,NY301014,,,,,,,,,B,,8-Jun-09,,330100,501400,54.40325,-3.07832,"http://www.streetmap.co.uk/newmap.srf?x=330100&y=501400&z=3&sv=330100,501400&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NY301014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3884,34.4,Long Crag - Yewdale Fells,34D,Southern Cumbria,Lake District - Southern Fells,421,1381,96 97,6N,SD298990,,,,,,,,,B,,8-Jun-09,,329800,499000,54.38165,-3.08237,"http://www.streetmap.co.uk/newmap.srf?x=329800&y=499000&z=3&sv=329800,499000&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD298990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3885,34.4,High Wythow,34D,Southern Cumbria,Lake District - Southern Fells,410,1345,96 97,6N 7N,SD300990,,,,,,,,,B,,8-Jun-09,,330000,499000,54.38167,-3.07929,"http://www.streetmap.co.uk/newmap.srf?x=330000&y=499000&z=3&sv=330000,499000&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD300990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3886,34.4,Great Intake - Low Fell,34D,Southern Cumbria,Lake District - Southern Fells,405,1329,90,6N 7N,NY303022,,,,,,,,,B,,8-Jun-09,,330300,502200,54.41047,-3.07543,"http://www.streetmap.co.uk/newmap.srf?x=330300&y=502200&z=3&sv=330300,502200&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NY303022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3887,34.4,Fox Haw,34D,Southern Cumbria,Lake District - Southern Fells,385,1263,96,6N,SD223936,,,,,,,,,B,,8-Jun-09,,322300,493600,54.33204,-3.19641,"http://www.streetmap.co.uk/newmap.srf?x=322300&y=493600&z=3&sv=322300,493600&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD223936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3888,34.4,Broad Crag - Birker Fell,34D,Southern Cumbria,Lake District - Southern Fells,372,1220,96,6N,SD195978,,,,,,,,,B,,8-Jun-09,,319500,497800,54.36934,-3.2406,"http://www.streetmap.co.uk/newmap.srf?x=319500&y=497800&z=3&sv=319500,497800&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD195978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3889,34.4,Low Wythow,34D,Southern Cumbria,Lake District - Southern Fells,372,1220,96 97,6N 7N,SD303993,,,,,,,,,B,,8-Jun-09,,330300,499300,54.38441,-3.07475,"http://www.streetmap.co.uk/newmap.srf?x=330300&y=499300&z=3&sv=330300,499300&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD303993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3890,34.4,Brackeny Crag,34D,Southern Cumbria,Lake District - Southern Fells,370,1214,96 97,6N 7N,SD303998,,,,,,,,,B,,8-Jun-09,,330300,499800,54.3889,-3.07486,"http://www.streetmap.co.uk/newmap.srf?x=330300&y=499800&z=3&sv=330300,499800&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD303998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3891,34.4,High Pike Haw,34D,Southern Cumbria,Lake District - Southern Fells,354,1161,96 97,6N,SD264949,,,,,,,,,B,,8-Jun-09,,326400,494900,54.34433,-3.1337,"http://www.streetmap.co.uk/newmap.srf?x=326400&y=494900&z=3&sv=326400,494900&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD264949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3892,34.4,Brock Barrow,34D,Southern Cumbria,Lake District - Southern Fells,343,1125,96,6N,SD220943,,,,,,,,,B,,8-Jun-09,,322000,494300,54.33828,-3.20121,"http://www.streetmap.co.uk/newmap.srf?x=322000&y=494300&z=3&sv=322000,494300&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD220943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3893,34.4,Birker Fell - Great Crag,34D,Southern Cumbria,Lake District - Southern Fells,338,1109,96,6N,SD186978,,,,,,,,,B,,8-Jun-09,,318600,497800,54.3692,-3.25445,"http://www.streetmap.co.uk/newmap.srf?x=318600&y=497800&z=3&sv=318600,497800&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD186978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3894,34.4,Bigert,34D,Southern Cumbria,Lake District - Southern Fells,331,1086,96,6N,SD176932,,,,,,,,,B,,8-Jun-09,,317600,493200,54.3277,-3.26856,"http://www.streetmap.co.uk/newmap.srf?x=317600&y=493200&z=3&sv=317600,493200&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD176932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3895,34.4,Kepple Crag,34D,Southern Cumbria,Lake District - Southern Fells,328,1076,96,6N,SD199999,,299,29,,,,,,B,,8-Jun-09,,319900,499900,54.38827,-3.23501,"http://www.streetmap.co.uk/newmap.srf?x=319900&y=499900&z=3&sv=319900,499900&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD199999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3896,34.4,Arnsbarrow Hill,34D,Southern Cumbria,Lake District - Southern Fells,322,1056,96 97,7N,SD311911,,,,,,,,,B,,8-Jun-09,,331100,491100,54.31084,-3.06053,"http://www.streetmap.co.uk/newmap.srf?x=331100&y=491100&z=3&sv=331100,491100&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD311911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3897,34.4,Birch Fell,34D,Southern Cumbria,Lake District - Far Eastern Fells,318,1043,96 97,7N 7S,SD395892,,277,41,,,,,,B,,8-Jun-09,,339500,489200,54.29483,-2.93105,"http://www.streetmap.co.uk/newmap.srf?x=339500&y=489200&z=3&sv=339500,489200&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD395892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3898,34.4,Stang Hill,34D,Southern Cumbria,Lake District - Southern Fells,316,1037,96 97,6N 7N,SD310908,,,,,,,,,B,,8-Jun-09,,331000,490800,54.30813,-3.062,"http://www.streetmap.co.uk/newmap.srf?x=331000&y=490800&z=3&sv=331000,490800&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD310908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3899,34.4,White Hall Knott,34D,Southern Cumbria,Lake District - Southern Fells,311,1020,96,6S,SD156856,,,,,,,,,B,,8-Jun-09,,315600,485600,54.25909,-3.29716,"http://www.streetmap.co.uk/newmap.srf?x=315600&y=485600&z=3&sv=315600,485600&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=SD156856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3900,1.1,Biorach a'Mheannain,1A,Loch Tay to Perth,,755,2477,"51,52",379W,NN783318,NN780317,703,52,,,,,,GTM,,8-Jun-09,,278300,731800,56.46263,-3.97671,"http://www.streetmap.co.uk/newmap.srf?x=278300&y=731800&z=3&sv=278300,731800&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NN783318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
